Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),Latitude,Longitude,Balancing Authority Code
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,BLK2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,21.0,21.0,21.0,4,2016,,Y,,,,,,,,,0.0,0.0,26.0,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,BLK3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,39.6,39.6,39.6,6,2016,,Y,,,,,,,,,0.0,0.0,51.2,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,BLK4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,31.4,31.4,31.4,9,2015,,Y,,,,,,,,,0.0,0.0,40.3,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,BLK5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,31.4,31.4,31.4,11,2015,,Y,,,,,,,,,0.0,0.0,40.1,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,BLK6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,26.9,26.9,26.9,12,2015,,Y,N,,,,,,,,0.0,0.0,32.6,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,BLK7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,41.9,41.9,41.9,1,2016,,Y,,,,,,,,,0.0,0.0,50.6,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,BLK8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,36.5,36.5,36.5,8,2015,,Y,,,,,,,,,0.0,0.0,45.6,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
17650,Southern Power Co,58467,Campo Verde Solar,CA,Imperial,CVS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,147.4,139.0,139.0,10,2013,,,,Y,,,,,,,180.0,25.0,201.9,,Y,,,,,N, ,N, ,32.753333,-115.726389,CISO
62949,Gamma Genco CV II LLC,58498,RE Rosamond One LLC,CA,Kern,RONE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,1,2014,,Y,,,,,,,,,90.0, ,26.2,Y,,,,,,Y,26.2,N, ,34.9,-118.246944,CISO
62949,Gamma Genco CV II LLC,58499,RE Rosamond Two LLC,CA,Kern,RTWO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,1,2014,,Y,,,,,,,,,90.0, ,20.9,Y,,,,,,Y,20.9,N, ,34.900278,-118.238333,CISO
62949,Gamma Genco CV II LLC,58500,RE Rio Grande Solar LLC,CA,Kern,RIO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2013,,Y,,,,,,,,,90.0, ,5.0,Y,,,,,,Y,5.0,N, ,35.00745,-118.16451,CISO
62949,Gamma Genco CV II LLC,58502,RE Columbia 3 LLC,CA,Kern,COL3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,1,2014,,Y,,,,,,,,,90.0, ,11.1,Y,,,,,,Y,11.1,N, ,35.024722,-118.164167,CISO
58486,Chuckawalla Solar LLC,58506,Chuckawalla Solar,CA,Riverside,0937,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,6,2012,,Y,,N,,,,,,N,180.0,0.0,4.4,Y,,,,,,N, ,N, ,33.568333,-114.918056,CISO
58135,Ecos Energy LLC,58508,Bear Creek Solar,CA,San Joaquin,PV3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,2,2014,,Y,,,,,,,,,180.0,20.0,1.9,Y,,,,,,N, ,N, ,38.136389,-121.148889,CISO
58135,Ecos Energy LLC,58509,Vintner Solar,CA,San Luis Obispo,PV4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,4,2014,,Y,,,,,,,,,180.0,20.0,2.1,Y,,,,,,N, ,N, ,35.55795,-120.68287,CISO
58135,Ecos Energy LLC,58510,Kettleman Solar Project,CA,San Joaquin,PV5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,4,2014,,Y,,Y,,,,,,,180.0,20.0,1.4,Y,,,,,,N, ,N, ,38.12139,-121.14122,CISO
58490,Ironwood Solar LLC,58513,Ironwood Solar LLC,CA,Riverside,0937,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,4,2012,,Y,,N,,,,,,,180.0,0.0,4.6,Y,,,,,,N, ,N, ,33.565,-114.918056,CISO
57365,Consolidated Edison Solutions Inc,58514,Desert Hot Springs Solar,CA,Riverside,DHCA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2.2,2.2,12,2013,,Y,,N,,,,,,,90.0,45.0,2.9,Y,,,,,,N, ,N, ,33.923056,-116.53,CISO
59622,"Ahana Renewables, LLC",58522,Madera Community Hospital,CA,Madera,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,10,2011,,Y,,,,,,,,,180.0,20.0,1.1,Y,,,,,,Y,1.1,N, ,36.941111,-120.046667,CISO
58500,City of Hayward,58525,City of Hayward WWTP,CA,Alameda,1,OP,Solar Photovoltaic,PV,IPP CHP,3,1.0,1.0,1.0,11,2010,,Y,,N,,,,,,,180.0,0.0,1.2,Y,,,,,N,Y,1.2,N, ,37.633526,-122.139717,CISO
58503,Garnet Solar Generation Station I LLC,58528,Garnet Solar Generation Station I LLC,CA,Riverside,WDT44,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,12,2014,,Y,,,,,,,,,0.0,0.0,5.0,Y,,,,,,N, ,N, ,33.8906,-116.5431,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL12,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,39.1,39.1,39.1,12,2013,,,,Y,,,,,,,120.0,22.5,50.0,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL13,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,39.1,39.1,39.1,1,2014,,,,Y,,,,,,,120.0,22.5,51.3,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL14,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,26.5,26.5,26.5,4,2014,,,,Y,,,,,,,120.0,22.5,35.4,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL15,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.9,13.9,13.9,6,2014,,,,Y,,,,,,,120.0,22.5,19.1,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL16,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,22.7,22.7,22.7,11,2013,,,,Y,,,,,,,120.0,22.5,28.0,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL17,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,29.0,29.0,29.0,11,2013,,,,Y,,,,,,,120.0,22.5,36.0,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL18,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,29.0,29.0,29.0,6,2014,,,,Y,,,,,,,120.0,22.5,38.5,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL19,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,25.2,25.2,25.2,10,2014,,,,Y,,,,,,,120.0,22.5,34.8,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
58290,"NextEra Energy Desert Sunlight 250, LLC",58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL20,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,25.2,25.2,25.2,11,2013,,,,Y,,,,,,,120.0,22.5,37.0,,Y,,,,,N, ,N, ,33.8055,-115.3947,CISO
60025,Greenbacker Renewable Energy Corporation,58578,Sonora 1,CA,Tuolumne,SON1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,,0.0,0.0,1.9,Y,,,,,,N, ,N, ,37.889753,-120.528723,CISO
58540,California PV Energy LLC,58581,Oltmans SCE at Champagne,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2013,,,,Y,,,,,,,180.0,10.0,1.4,Y,,,,,,Y,1.3,N, ,34.043889,-117.531111,CISO
58540,California PV Energy LLC,58582,Oltmans SCE at Jurupa,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,,Y,,,,,,,180.0,10.0,2.0,Y,,,,,,Y,2.0,N, ,34.05,-117.596111,CISO
58544,Sierra Nevada Brewing Co,58585,Sierra Nevada Brewing Co Hybrid,CA,Butte,SOLR,OP,Solar Photovoltaic,PV,Industrial CHP,7,1.7,1.4,0.9,9,2007,,Y,,Y,N,,,,,,180.0,5.0,2.0,Y,,,,,,Y,1.0,N, ,39.724167,-121.815278,CISO
58546,Cascade Solar LLC,58590,Cascade Solar,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,18.5,18.5,18.5,1,2014,,Y,,,,,,,,,90.0, ,24.1,Y,,,,,,N, ,N, ,34.157222,-116.234444,CISO
17650,Southern Power Co,58592,Solar Gen 2 Solar Facility,CA,Imperial,ALHM,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,54.4,50.0,50.0,11,2014,,Y,,N,,,,,,,90.0, ,64.7,Y,Y,,,,,N, ,N, ,33.08,-115.47,CISO
17650,Southern Power Co,58592,Solar Gen 2 Solar Facility,CA,Imperial,ARK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,54.4,50.0,50.0,11,2014,,Y,,N,,,,,,,90.0, ,64.7,Y,Y,,,,,N, ,N, ,33.08,-115.47,CISO
17650,Southern Power Co,58592,Solar Gen 2 Solar Facility,CA,Imperial,SONR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,54.4,50.0,50.0,11,2014,,Y,,N,,,,,,,90.0, ,64.7,Y,Y,,,,,N, ,N, ,33.08,-115.47,CISO
58661,"Sustainable Power Group, LLC",58609,Industry Solar Power Generation Station 1 LLC,CA,San Bernardino,ISP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,,90.0, ,1.9,Y,,,,,,N, ,N, ,34.553056,-117.456944,CISO
58661,"Sustainable Power Group, LLC",58610,Navajo Solar Power Generation Station 1 LLC,CA,San Bernardino,NSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,,90.0, ,1.9,Y,,,,,,N, ,N, ,34.551111,-117.191111,CISO
58661,"Sustainable Power Group, LLC",58611,Powhatan Solar Power Generation Station 1 LLC,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,,90.0, ,1.9,Y,,,,,,N, ,N, ,34.496944,-117.145,CISO
58661,"Sustainable Power Group, LLC",58612,Otoe Solar Power Generation Station 1 LLC,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,,Y,,,,,,,198.0,20.0,1.9,Y,,,,,,N, ,N, ,34.545,-117.191944,CISO
58568,"Westlands Solar Farms, LLC",58616,Westlands Solar PV Farm,CA,Fresno,WSF1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,18.0,18.0,14.0,2,2014,,Y,,,,,,,,,180.0, ,23.0,Y,,,,,,N, ,N, ,36.138056,-120.075833,CISO
58549,County of Alameda GSA,58625,Santa Rita Jail Hybrid,CA,Alameda,SRPV2,OP,Solar Photovoltaic,PV,IPP CHP,3,1.0,1.0,0.1,12,2016,,,,Y,,,,,,,180.0,11.0,1.1,Y,,,,,,Y,1.1,N, ,37.719167,-121.886944,CISO
58549,County of Alameda GSA,58625,Santa Rita Jail Hybrid,CA,Alameda,SRPV3,OP,Solar Photovoltaic,PV,IPP CHP,3,0.5,0.5,0.1,1,2017,,,,Y,,,,,,,180.0,11.0,0.6,Y,,,,,,Y,0.6,N, ,37.719167,-121.886944,CISO
58661,"Sustainable Power Group, LLC",58626,Western Antelope Blue Sky Ranch A,CA,Los Angeles,WABSA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,19.0,18.0,11,2014,,Y,,,,,,,,N,90.0, ,23.9,Y,,,,,,N, ,N, ,34.681667,-118.324722,CISO
58661,"Sustainable Power Group, LLC",58627,Western Antelope Dry Ranch,CA,Los Angeles,WADR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,9.0,12,2016,,Y,,N,,,,,,,90.0, ,12.8,,Y,,,,,N, ,N, ,34.688889,-118.320278,CISO
60947,Tesla Inc.,58633,Monterey Regional Water Pollution Control Agency,CA,Monterey,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2010,,Y,,,,,,,,,195.0,26.0,1.1,Y,,,,,,Y,1.1,N, ,36.721111,-121.787778,CISO
60947,Tesla Inc.,58634,Lancaster Baptist Church,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,,Y,,,,,,,,,180.0,20.0,1.1,Y,,,,,,Y,1.1,N, ,34.695833,-118.058889,CISO
58593,Sequoia PV 1 LLC,58642,Tulare 1 and 2,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.2,-119.42,CISO
58593,Sequoia PV 1 LLC,58642,Tulare 1 and 2,CA,Tulare,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.2,-119.42,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,26.4,26.4,26.4,11,2015,,Y,,,,,,,,,0.0,0.0,33.8,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,27.9,27.9,27.9,12,2015,,Y,,,,,,,,,0.0,0.0,35.9,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.2,37.2,37.2,12,2015,,Y,,,,,,,,,0.0,0.0,49.2,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,35.7,35.7,35.7,1,2016,,Y,,,,,,,,,0.0,0.0,47.3,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,35.0,35.0,35.0,4,2016,,Y,,,,,,,,,0.0,0.0,46.5,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,36.6,36.6,36.6,4,2016,,Y,,,,,,,,,0.0,0.0,48.0,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,35.0,35.0,35.0,5,2016,,Y,,,,,,,,,0.0,0.0,44.5,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,26.3,26.3,26.3,6,2016,,Y,,,,,,,,,0.0,0.0,33.4,,Y,,,,,N, ,N, ,35.63,-115.32,CISO
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,75.9,76.0,76.0,12,2015,,,,Y,,,,,,,180.0,25.0,87.8,,Y,,,,,N, ,N, ,35.6,-115.4,CISO
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.1,34.0,34.0,12,2015,,,,Y,,,,,,,180.0,25.0,40.6,,Y,,,,,N, ,N, ,35.6,-115.4,CISO
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,1,2016,,,,Y,,,,,,,180.0,25.0,42.4,,Y,,,,,N, ,N, ,35.6,-115.4,CISO
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,2,2016,,,,Y,,,,,,,180.0,25.0,42.4,,Y,,,,,N, ,N, ,35.6,-115.4,CISO
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,4,2016,,,,Y,,,,,,,180.0,25.0,42.4,,Y,,,,,N, ,N, ,35.6,-115.4,CISO
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,6,2016,,,,Y,,,,,,,180.0,25.0,42.4,,Y,,,,,N, ,N, ,35.6,-115.4,CISO
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,7,2016,,,,Y,,,,,,,180.0,25.0,42.4,,Y,,,,,N, ,N, ,35.6,-115.4,CISO
58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,D960,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,11,2011,,,,Y,,,,,,,180.0,9.0,1.1,Y,,,,,,Y,1.1,N, ,34.013056,-117.5375,CISO
58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,D9611,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.5,1.5,1.5,11,2011,,,,Y,,,,,,,180.0,9.0,1.7,Y,,,,,,N, ,N, ,34.013056,-117.5375,CISO
58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,D9612,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,0.5,0.5,11,2011,,,,Y,,,,,,,180.0,9.0,0.6,Y,,,,,,N, ,N, ,34.013056,-117.5375,CISO
17650,Southern Power Co,58711,Lost Hills/Blackwell,CA,Kern,BLKW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,4,2015,,Y,,,,,,,,,90.0, ,16.2,,Y,,,,,N, ,N, ,35.62,-119.85,CISO
17650,Southern Power Co,58711,Lost Hills/Blackwell,CA,Kern,LTHL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,4,2015,,Y,,,,,,,,,90.0, ,27.3,,Y,,,,,N, ,N, ,35.62,-119.85,CISO
17650,Southern Power Co,58713,North Star Solar,CA,Fresno,NSTR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,61.6,60.0,60.0,6,2015,,Y,,,,,,,,,90.0, ,73.0,,Y,,,,,N, ,N, ,36.73,-120.41,CISO
58654,Orion Solar I LLC,58718,Orion Solar I,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,4,2014,,Y,,,,,,,,,90.0, ,15.7,Y,,,,,,N, ,N, ,35.150694,-118.875,CISO
58655,"Orion Solar II, LLC",58721,Orion Solar II,CA,Kern,ORION,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.0,8.0,8.0,6,2014,,Y,,,,,,,,,90.0, ,10.5,Y,,,,,,N, ,N, ,35.150694,-118.875278,CISO
58661,"Sustainable Power Group, LLC",58748,North Bay Solar 1,CA,Solano,NBWT,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,8,2013,,Y,,,,,,,,,90.0, ,1.1,Y,,,,,,Y,1.1,N, ,38.300556,-121.966389,CISO
58661,"Sustainable Power Group, LLC",58750,Lancaster Dry Farm Ranch B,CA,Los Angeles,LDFRB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2014,,Y,,N,,,,,,,90.0, ,6.0,Y,,,,,,N, ,N, ,34.716944,-118.289444,CISO
58661,"Sustainable Power Group, LLC",58751,Rodeo Solar C2,CA,Los Angeles,RSC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,5,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.713333,-118.289444,CISO
58661,"Sustainable Power Group, LLC",58752,Rodeo Solar D2,CA,Los Angeles,RSD2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,5,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.713333,-118.289444,CISO
58661,"Sustainable Power Group, LLC",58753,Summer Solar A2,CA,Los Angeles,SSA2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58754,Summer Solar B2,CA,Los Angeles,SSB2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58755,Summer Solar C2,CA,Los Angeles,SSC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58756,Summer Solar D2,CA,Los Angeles,SSD2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,7,2014,,,,Y,,,,,,,193.0,25.0,1.2,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UE2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,,,Y,,,,N,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UF2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2014,,,,Y,,,,,,,193.0,25.0,2.8,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UG2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UH2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.723056,-118.289722,CISO
58661,"Sustainable Power Group, LLC",58761,Expressway Solar A,CA,San Bernardino,EXSA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2014,,,,Y,,,,,,,193.0,25.0,2.7,Y,,,,,,N, ,N, ,34.582222,-117.341667,CISO
58661,"Sustainable Power Group, LLC",58762,Expressway Solar B,CA,San Bernardino,EXSB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2014,,,,Y,,,,,,,193.0,25.0,2.4,Y,,,,,,N, ,N, ,34.583333,-117.340278,CISO
58661,"Sustainable Power Group, LLC",58763,Expressway Solar C2,CA,San Bernardino,EXSC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2014,,,,Y,,,,,,,193.0,25.0,2.1,Y,,,,,,N, ,N, ,34.584444,-117.341389,CISO
58696,Ignite Solar Holdings LLC,58814,Shasta Solar Farm,CA,Shasta,GENA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,3,2014,,Y,,,,,,,,,90.0, ,2.2,Y,,,,,,N, ,N, ,41.031389,-121.4225,CISO
58696,Ignite Solar Holdings LLC,58814,Shasta Solar Farm,CA,Shasta,GENB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,3,2014,,Y,,,,,,,,,90.0, ,2.2,Y,,,,,,N, ,N, ,41.031389,-121.4225,CISO
58661,"Sustainable Power Group, LLC",58831,Redcrest Solar Farm,CA,Kern,PV-1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.6,16.0,16.0,10,2015,,Y,,,,,,,,,90.0, ,20.9,,Y,,,,,N, ,N, ,35.321944,-118.812778,CISO
58759,Perpetual Energy Systems,58889,ASTI,CA,Sonoma,ASTI,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,2,2009,,,,Y,,,,,,,24.0,5.0,1.2,Y,,,,,,N, ,N, ,38.761389,-122.975278,CISO
