Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),Latitude,Longitude,Balancing Authority Code
56769,Consolidated Edison Development Inc.,58003,Alpaugh 50,CA,Tulare,SPS50,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,50.0,50.0,50.0,12,2012,,Y,,,,,,,,,0.0,0.0,66.0,Y,,,,,,N, ,N, ,35.898333,-119.435278,CISO
56769,Consolidated Edison Development Inc.,58017,Copper Mountain Solar 2,NV,Clark,PV01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,10,2012,,,,Y,,,,,,,180.0,25.0,36.6,,Y,,,,,N, ,N, ,35.786389,-114.962778,CISO
56769,Consolidated Edison Development Inc.,58017,Copper Mountain Solar 2,NV,Clark,PV02,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,8,2012,,,,Y,,,,,,,180.0,25.0,36.6,,Y,,,,,N, ,N, ,35.786389,-114.962778,CISO
56769,Consolidated Edison Development Inc.,58017,Copper Mountain Solar 2,NV,Clark,PV03,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.0,34.0,34.0,7,2012,,,,Y,,,,,,,180.0,25.0,41.2,,Y,,,,,N, ,N, ,35.786389,-114.962778,CISO
56769,Consolidated Edison Development Inc.,58017,Copper Mountain Solar 2,NV,Clark,PV04,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,1,2015,,,,Y,,,,,,,180.0,25.0,36.6,,Y,,,,,N, ,N, ,35.786389,-114.962778,CISO
56769,Consolidated Edison Development Inc.,58017,Copper Mountain Solar 2,NV,Clark,PV05,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,2,2015,,,,Y,,,,,,,180.0,25.0,36.6,,Y,,,,,N, ,N, ,35.786389,-114.962778,CISO
57389,IKEA Property Inc,58028,IKEA Tejon 345,CA,Kern,PV,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.5,1.5,1.5,4,2011,,,,Y,,,,,,,180.0,12.0,1.8,Y,,,,,,Y,1.8,N, ,34.975278,-118.946944,CISO
57405,NLH1 Solar LLC,58034,Nickel 1 Solar Facility,CA,Kern,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2012,,,,Y,,,,,,,180.0,25.0,1.8,Y,,,,,,N, ,N, ,35.647295,-119.716512,CISO
60898,Axium US Solar Holdings LLC,58039,Axium Modesto Solar,CA,Stanislaus,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,25.0,25.0,25.0,12,2012,,Y,,,,,,,,,0.0,0.0,31.3,Y,,,,,,N, ,N, ,37.734167,-120.995556,CISO
57435,MolsonCoors Irwindale Brewery,58056,MolsonCoors Irwindale Brewery,CA,Los Angeles,PV,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,2.5,2.5,2.5,3,2015,,Y,,,,,,,,,28.0,28.0,3.2,Y,,,,,,N, ,N, ,34.121667,-117.938333,CISO
62060,CleanCapital,58073,SEPV 1,CA,Los Angeles,SEPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2012,,Y,,,,,,,,,90.0, ,2.3,Y,,,,,,Y,2.3,N, ,34.618861,-117.939444,CISO
62060,CleanCapital,58074,SEPV 2,CA,San Bernardino,SEPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2012,,Y,,,,,,,,,90.0, ,2.2,Y,,,,,,Y,2.2,N, ,34.174167,-116.152778,CISO
59622,"Ahana Renewables, LLC",58076,Edwards Air Force Base,CA,Kern,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,,Y,,,,,,,,,180.0,20.0,1.1,Y,,,,,,Y,1.1,N, ,34.9077,-117.9206,CISO
59622,"Ahana Renewables, LLC",58076,Edwards Air Force Base,CA,Kern,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,,Y,,,,,,,,,180.0,20.0,1.1,Y,,,,,,Y,1.1,N, ,34.9077,-117.9206,CISO
59622,"Ahana Renewables, LLC",58076,Edwards Air Force Base,CA,Kern,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,,Y,,,,,,,,,180.0,20.0,1.1,Y,,,,,,Y,1.1,N, ,34.9077,-117.9206,CISO
62060,CleanCapital,58118,La Joya Del Sol,CA,Fresno,JDS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2012,,Y,,,,,,,,,90.0, ,1.8,Y,,,,,,Y,1.8,N, ,36.678611,-119.7975,CISO
58111,RE Kansas South LLC,58148,RE Kansas South LLC,CA,Kings,KS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,6,2013,,Y,,,,,,,,,0.0,0.0,27.0,Y,,,,,,N, ,N, ,36.226111,-119.834167,CISO
58112,TA-High Desert LLC,58149,TA-High Desert LLC,CA,Los Angeles,TAHD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,3,2013,,Y,,,,,,,,,0.0,0.0,25.6,Y,,,,,,N, ,N, ,34.708889,-118.304722,CISO
58104,California State University at Fullerton,58169,CSUF Trigeneration,CA,Orange,CPAC,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.3,0.3,0.3,1,2012,,,,Y,,,,,,,180.0,10.0,0.4,Y,,,,,,N, ,N, ,33.880638,-117.88656,CISO
58104,California State University at Fullerton,58169,CSUF Trigeneration,CA,Orange,KHS,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.3,0.3,0.3,1,2012,,,,Y,,,,,,,180.0,10.0,0.4,Y,,,,,,N, ,N, ,33.880638,-117.88656,CISO
58104,California State University at Fullerton,58169,CSUF Trigeneration,CA,Orange,NPS,OP,Solar Photovoltaic,PV,Commercial CHP,5,2.0,2.0,2.0,12,2016,,,,Y,,,,,,,180.0,10.0,2.2,Y,,,,,,N, ,N, ,33.880638,-117.88656,CISO
58104,California State University at Fullerton,58169,CSUF Trigeneration,CA,Orange,PS4,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.3,0.3,0.3,1,2012,,,,Y,,,,,,,180.0,10.0,0.3,Y,,,,,,N, ,N, ,33.880638,-117.88656,CISO
58104,California State University at Fullerton,58169,CSUF Trigeneration,CA,Orange,SCPS,OP,Solar Photovoltaic,PV,Commercial CHP,5,1.0,1.0,1.0,12,2016,,,,Y,,,,,,,180.0,10.0,1.1,Y,,,,,,N, ,N, ,33.880638,-117.88656,CISO
58140,San Bernardino Comm College Dist,58170,Crafton Hills College Solar Farm,CA,San Bernardino,GEN1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.3,1.3,1.3,6,2012,,,Y,,,,,,,, , ,1.3,Y,,,,,,N, ,N, ,34.043056,-117.098889,CISO
62949,Gamma Genco CV II LLC,58202,RE Victor Phelan Solar One LLC,CA,San Bernardino,VPS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2013,,Y,,,,,,,,,90.0, ,22.3,Y,,,,,,Y,22.3,N, ,34.51231,-117.47753,CISO
56751,Yolo County of,58204,Grassland 3&4 Solar Project,CA,Yolo,INV3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,1.5,7,2013,,,Y,,,,,,,, , ,2.5,Y,,,,,,N, ,N, ,38.500278,-121.694167,CISO
14328,Pacific Gas & Electric Co.,58206,West Gates Solar Station,CA,Fresno,1,OP,Solar Photovoltaic,PV,Electric Utility,1,10.0,10.0,10.0,5,2013,,,,Y,,,,,,,180.0,25.0,12.9,Y,,,,,,N, ,N, ,36.142222,-120.1325,CISO
56751,Yolo County of,58217,Grassland 1&2 Solar Project,CA,Yolo,INV4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,1.5,7,2013,,,Y,,,,,,,, , ,2.5,Y,,,,,,N, ,N, ,38.500278,-121.694167,CISO
58197,Newberry Solar 1 LLC,58226,Newberry Solar 1 LLC,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,Y,,,,N,,,, , ,1.6,Y,,,,,Y,N, ,N, ,34.853581,-116.683108,CISO
58198,"Highlander Solar 2, LLC",58227,SEPV9 Power Plant,CA,San Bernardino,SPV9,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9.0,8.5,8.8,6,2013,,Y,,,,,,,,,180.0, ,11.0,Y,,,,,,N, ,N, ,34.192222,-116.090278,CISO
58661,"Sustainable Power Group, LLC",58232,Tahquitz High School,CA,Riverside,TAHQ,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,9,2012,,Y,,N,,,,,,,90.0, ,1.1,Y,,,,,,Y,1.0,N, ,33.767222,-117.0175,CISO
58211,"Highlander Solar 1, LLC",58234,SEPV 8,CA,San Bernardino,SPV8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,11.8,11.8,6,2013,,Y,,,,,,,,,180.0, ,14.6,Y,,,,,,N, ,N, ,34.171944,-116.1525,CISO
58661,"Sustainable Power Group, LLC",58244,West Valley High School Solar,CA,Riverside,WEST,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,0.9,0.9,9,2012,,Y,,N,,,,,,,90.0, ,1.0,Y,,,,,,Y,1.0,N, ,33.719722,-117.009722,CISO
59455,"Venable Solar, LLC",58289,Venable Solar 1,CA,Riverside,VNPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.1,4,2015,,,,Y,,,,,,,198.0,20.0,1.8,Y,,,,,,N, ,N, ,33.598889,-114.571667,CISO
59455,"Venable Solar, LLC",58290,Venable Solar 2,CA,Riverside,VSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.1,4,2015,,,,Y,,,,,,,198.0,20.0,1.8,Y,,,,,,N, ,N, ,33.597222,-114.571667,CISO
58269,Tulare PV II LLC,58304,Kingsburg Solar,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,,Y,,,,,,,180.0,20.0,1.7,Y,,,,,,N, ,N, ,36.505278,-119.540278,CISO
58269,Tulare PV II LLC,58304,Kingsburg Solar,CA,Tulare,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,,Y,,,,,,,180.0,20.0,1.7,Y,,,,,,N, ,N, ,36.505278,-119.540278,CISO
58269,Tulare PV II LLC,58304,Kingsburg Solar,CA,Tulare,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.7,0.7,0.7,12,2013,,,,Y,,,,,,N,180.0,20.0,0.8,Y,,,,,,N, ,N, ,36.505278,-119.540278,CISO
58268,Tulare PV I LLC,58306,Exeter Solar,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,2,2014,,,,Y,,,,,,,180.0,20.0,1.2,Y,,,,,,N, ,N, ,36.2675,-119.128581,CISO
58268,Tulare PV I LLC,58306,Exeter Solar,CA,Tulare,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,2,2014,,,,Y,,,,,,,180.0,20.0,1.2,Y,,,,,,N, ,N, ,36.2675,-119.128581,CISO
58268,Tulare PV I LLC,58306,Exeter Solar,CA,Tulare,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,2,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.2675,-119.128581,CISO
58268,Tulare PV I LLC,58307,Ivanhoe Solar,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.3875,-119.255,CISO
58268,Tulare PV I LLC,58307,Ivanhoe Solar,CA,Tulare,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,1,2014,,,,Y,,,,,,,180.0,20.0,0.6,Y,,,,,,N, ,N, ,36.3875,-119.255,CISO
58268,Tulare PV I LLC,58307,Ivanhoe Solar,CA,Tulare,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.3875,-119.255,CISO
58268,Tulare PV I LLC,58308,Lindsay Solar,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.211944,-119.133889,CISO
58268,Tulare PV I LLC,58308,Lindsay Solar,CA,Tulare,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.211944,-119.133889,CISO
58268,Tulare PV I LLC,58308,Lindsay Solar,CA,Tulare,4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,1,2014,,,,Y,,,,,,,180.0,20.0,1.2,Y,,,,,,N, ,N, ,36.211944,-119.133889,CISO
58268,Tulare PV I LLC,58309,Porterville Solar,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,1,2014,,,,Y,,,,,,,180.0,20.0,1.2,Y,,,,,,N, ,N, ,36.102778,-119.039722,CISO
58268,Tulare PV I LLC,58309,Porterville Solar,CA,Tulare,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,1,2014,,,,Y,,,,,,,180.0,20.0,1.2,Y,,,,,,N, ,N, ,36.102778,-119.039722,CISO
58268,Tulare PV I LLC,58309,Porterville Solar,CA,Tulare,5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.102778,-119.039722,CISO
60025,Greenbacker Renewable Energy Corporation,58354,Radiance Solar 4,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2013,,,,Y,,,,,,,200.0,25.0,1.8,Y,,,,,,N, ,N, ,34.665556,-118.288056,CISO
60025,Greenbacker Renewable Energy Corporation,58355,Radiance Solar 5,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2013,,,,Y,,,,,,,200.0,25.0,1.8,Y,,,,,,N, ,N, ,34.665556,-118.286944,CISO
58355,SPS Atwell Island LLC,58366,Atwell Island,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.2,20.2,20.2,3,2013,,,,Y,,,,,,,180.0,18.0,23.5,,,Y,,,,N, ,N, ,35.895,-119.510833,CISO
58358,Light Beam Power Co LLC,58370,Gridley Main,CA,Butte,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,3,2013,,Y,,,,,,,,,0.0,0.0,1.2,Y,,,,,,N, ,N, ,39.373333,-121.684167,CISO
58358,Light Beam Power Co LLC,58371,Gridley Main Two,CA,Butte,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,2.5,4,2013,,Y,,,,,,,,,0.0,0.0,3.0,Y,,,,,,N, ,N, ,39.373333,-121.681667,CISO
56769,Consolidated Edison Development Inc.,58373,White River Solar,CA,Tulare,WRCA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,7,2013,,Y,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, ,35.871389,-119.4625,CISO
56769,Consolidated Edison Development Inc.,58374,Corcoran Solar,CA,Kings,CSCA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,8,2013,,Y,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, ,36.138333,-119.573333,CISO
58363,Oakley Solar Project LLC,58376,Oakley Solar Project,CA,Contra Costa,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2013,,,,Y,,,,,,,180.0,5.0,1.7,Y,,,,,,N, ,N, ,38.001667,-121.747778,CISO
59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,AVS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,39.0,38.0,38.0,3,2014,,Y,,,,,,,,,0.0,0.0,48.9,Y,,,,,,N, ,N, ,34.8181,-118.4036,CISO
59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,SS11,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,54.0,52.6,52.6,6,2015,,Y,,,,,,,,,0.0,0.0,67.7,Y,,,,,,N, ,N, ,34.8181,-118.4036,CISO
59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,SS12,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,54.0,52.6,52.6,2,2015,,Y,,,,,,,,,0.0,0.0,67.7,Y,,,,,,N, ,N, ,34.8181,-118.4036,CISO
59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,SS13,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,58.5,57.0,57.0,10,2014,,Y,,,,,,,,,0.0,0.0,73.3,Y,,,,,,N, ,N, ,34.8181,-118.4036,CISO
59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,SS14,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,33.0,32.2,32.2,6,2015,,Y,,,,,,,,,0.0,0.0,40.7,Y,,,,,,N, ,N, ,34.8181,-118.4036,CISO
59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,SS15,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,14.6,14.6,10,2014,,Y,,,,,,,,,0.0,0.0,18.8,Y,,,,,,N, ,N, ,34.8181,-118.4036,CISO
59873,"Solar Star California XIX, LLC",58388,Solar Star 1,CA,Kern,SS16,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,64.5,62.9,62.9,4,2014,,Y,,,,,,,,,0.0,0.0,80.8,Y,,,,,,N, ,N, ,34.8181,-118.4036,CISO
59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,AVS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.5,19.0,19.0,3,2014,,Y,,,,,,,,,0.0,0.0,24.4,Y,,,,,,N, ,N, ,34.848611,-118.352778,CISO
59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,SS21,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,60.0,59.0,59.0,7,2014,,Y,,,,,,,,,0.0,0.0,75.2,Y,,,,,,N, ,N, ,34.848611,-118.352778,CISO
59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,SS22,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,55.5,55.0,55.0,12,2014,,Y,,,,,,,,,0.0,0.0,69.5,Y,,,,,,N, ,N, ,34.848611,-118.352778,CISO
59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,SS23,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,48.0,47.0,47.0,12,2014,,Y,,,,,,,,,0.0,0.0,60.1,Y,,,,,,N, ,N, ,34.848611,-118.352778,CISO
59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,SS24,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,43.5,43.0,43.0,6,2015,,Y,,,,,,,,,0.0,0.0,54.5,Y,,,,,,N, ,N, ,34.848611,-118.352778,CISO
59872,"Solar Star California XX, LLC",58389,Solar Star 2,CA,Kern,SS25,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,52.5,52.0,52.0,4,2014,,Y,,,,,,,,,0.0,0.0,65.8,Y,,,,,,N, ,N, ,34.848611,-118.352778,CISO
58413,Lone Valley Solar Park I LLC,58417,Lone Valley Solar Park I LLC,CA,San Bernardino,CP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2014,,Y,N,,,,,,,,90.0,50.0,10.0,Y,,,,,,N, ,N, ,34.398059,-116.865517,CISO
58661,"Sustainable Power Group, LLC",58418,Victor Dry Farm Ranch A,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,4.0,6,2015,,,,Y,,,,,,,193.0,15.0,6.0,Y,,,,,,N, ,N, ,34.501111,-117.466667,CISO
58661,"Sustainable Power Group, LLC",58419,Victor Dry Farm Ranch B,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,4.0,6,2015,,,,Y,,,,,,,193.0,15.0,5.0,Y,,,,,,N, ,N, ,34.497778,-117.471111,CISO
58427,Centinela Solar Energy LLC,58430,Centinela Solar Energy,CA,Imperial,CSE1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.2,33.4,33.4,7,2013,,Y,,,,,,,,,90.0, ,48.9,Y,,,,,,N, ,N, ,32.686944,-115.647778,CISO
58427,Centinela Solar Energy LLC,58430,Centinela Solar Energy,CA,Imperial,CSE2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,26.6,25.6,25.6,8,2013,,Y,,,,,,,,,90.0, ,38.6,Y,,,,,,N, ,N, ,32.686944,-115.647778,CISO
58427,Centinela Solar Energy LLC,58430,Centinela Solar Energy,CA,Imperial,CSE3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.2,33.4,33.4,10,2013,,Y,,,,,,,,,90.0, ,49.7,Y,,,,,,N, ,N, ,32.686944,-115.647778,CISO
58427,Centinela Solar Energy LLC,58430,Centinela Solar Energy,CA,Imperial,CSE4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.2,33.4,33.4,12,2013,,Y,,,,,,,,,90.0, ,49.8,Y,,,,,,N, ,N, ,32.686944,-115.647778,CISO
58427,Centinela Solar Energy LLC,58430,Centinela Solar Energy,CA,Imperial,CSE5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.0,18.6,18.6,4,2014,,Y,,,,,,,,,90.0, ,31.4,Y,,,,,,N, ,N, ,32.686944,-115.647778,CISO
58427,Centinela Solar Energy LLC,58430,Centinela Solar Energy,CA,Imperial,CSE6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,26.6,25.6,25.6,5,2014,,Y,,,,,,,,,90.0, ,38.6,Y,,,,,,N, ,N, ,32.686944,-115.647778,CISO
58440,CD US Solar MT 2 LLC,58445,Arrache 4006,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,8,2013,,Y,,,,,,,,,180.0,0.0,1.3,Y,,,,,,N, ,N, ,34.655,-118.051111,CISO
58440,CD US Solar MT 2 LLC,58445,Arrache 4006,CA,Los Angeles,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,8,2013,,Y,,,,,,,,,45.0,0.0,1.3,Y,,,,,,N, ,N, ,34.655,-118.051111,CISO
58440,CD US Solar MT 2 LLC,58446,Arrache 4013,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,8,2013,,Y,,,,,,,,,45.0,0.0,2.0,Y,,,,,,N, ,N, ,34.650556,-118.051944,CISO
58440,CD US Solar MT 2 LLC,58447,Arrache 8083,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,9,2013,,Y,,,,,,,,,45.0,0.0,2.0,Y,,,,,,N, ,N, ,34.647778,-118.061111,CISO
58440,CD US Solar MT 2 LLC,58447,Arrache 8083,CA,Los Angeles,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,9,2013,,Y,,,,,,,,,45.0,0.0,2.0,Y,,,,,,N, ,N, ,34.647778,-118.061111,CISO
58440,CD US Solar MT 2 LLC,58447,Arrache 8083,CA,Los Angeles,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,9,2013,,Y,,,,,,,,,45.0,0.0,1.4,Y,,,,,,N, ,N, ,34.647778,-118.061111,CISO
58440,CD US Solar MT 2 LLC,58448,Nunn,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,7,2013,,Y,,,,,,,,,180.0,0.0,1.4,Y,,,,,,N, ,N, ,34.509167,-117.154444,CISO
58440,CD US Solar MT 2 LLC,58449,Rutan,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,Y,,,,,,,,,180.0,0.0,1.9,Y,,,,,,N, ,N, ,34.643889,-118.163056,CISO
58440,CD US Solar MT 2 LLC,58449,Rutan,CA,Los Angeles,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,Y,,,,,,,,,180.0,0.0,1.9,Y,,,,,,N, ,N, ,34.643889,-118.163056,CISO
58440,CD US Solar MT 2 LLC,58449,Rutan,CA,Los Angeles,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,1,2014,,Y,,,,,,,,,45.0,0.0,1.3,Y,,,,,,N, ,N, ,34.643889,-118.163056,CISO
58440,CD US Solar MT 2 LLC,58450,Vinam,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2013,,Y,,,,,,,,,45.0,0.0,2.0,Y,,,,,,N, ,N, ,34.668889,-118.061389,CISO
58440,CD US Solar MT 2 LLC,58451,Ma,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,10,2013,,Y,,,,,,,,,180.0,0.0,2.0,Y,,,,,,N, ,N, ,34.695278,-118.0625,CISO
58440,CD US Solar MT 2 LLC,58452,Horn,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,10,2013,,Y,,,,,,,,,45.0,0.0,2.0,Y,,,,,,N, ,N, ,34.708889,-118.274167,CISO
58440,CD US Solar MT 2 LLC,58454,Watts 3115,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,8,2013,,Y,,,,,,,,,180.0,0.0,2.0,Y,,,,,,N, ,N, ,34.600833,-117.642222,CISO
58440,CD US Solar MT 2 LLC,58454,Watts 3115,CA,San Bernardino,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2013,,Y,,,,,,,,,45.0,0.0,0.7,Y,,,,,,N, ,N, ,34.600833,-117.642222,CISO
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,41.9,41.9,41.9,3,2016,,Y,,,,,,,,,0.0,0.0,52.9,,Y,,,,,N, ,N, ,33.694722,-114.739722,CISO
